HLHLLHHHLLLLHHLHHLLLLLLHHHHHHLLHLLHLLHHHHHLHLLLHHLHHHHHLHHLLLHLL
W_LIST: 3.3905 0.697167 -3.97931 1.35715 -1.74608 -3.3292 4.81836 2.39899 -4.96819 -3.90106 2.37777 -1.27709 2.53801 -1.40081 3.40315 -2.19862 -1.4124 3.70135 -1.23403 -4.64189 -0.860029 4.0015 3.11175 4.31391 1.00816 2.4889 2.85694 3.55373 -2.19964 3.48927 1.94216 -3.02107 -3.88708 3.78733 -4.78267 1.83436 -0.839944 2.92296 -0.343115 4.1378 -1.99553 -0.600338 1.73786 -1.81052 -3.65659 2.60047 -4.73899 -3.39752 3.40886 -1.42423 -2.34536 -2.92985 0.956128 1.54886 4.37352 2.17447 4.54386 1.97968 0.389543 -1.06008 -3.65064 -3.66678 4.96838 -4.45 
st	op	ed	phy
SITE: 0	2	3	1
SITE: 0	0	4	0
SITE: 1	4	5	0
SITE: 1	5	6	1
SITE: 1	6	7	0
SITE: 1	7	8	0
SITE: 1	8	9	0
SITE: 1	9	10	0
SITE: 1	10	11	1
SITE: 1	11	12	0
SITE: 1	12	13	0
SITE: 1	3	14	1
SITE: 1	14	15	1
SITE: 1	15	16	1
SITE: 1	16	17	1
SITE: 1	17	18	1
SITE: 1	18	19	0
SITE: 1	19	20	0
SITE: 1	13	21	1
SITE: 1	21	22	1
SITE: 1	22	23	1
SITE: 1	23	24	0
SITE: 1	24	25	0
SITE: 1	25	26	0
SITE: 1	26	27	0
SITE: 1	27	28	0
SITE: 1	28	29	1
SITE: 1	29	30	1
SITE: 1	30	31	1
SITE: 1	31	32	1
SITE: 1	32	33	0
SITE: 1	33	34	1
SITE: 1	34	35	1
SITE: 1	35	36	1
SITE: 1	36	37	0
SITE: 1	37	38	0
SITE: 1	20	39	0
SITE: 1	39	40	0
SITE: 1	40	41	1
SITE: 1	41	42	1
SITE: 1	42	43	1
SITE: 1	43	44	1
SITE: 1	44	45	0
SITE: 1	45	46	1
SITE: 1	46	47	0
SITE: 1	47	48	1
SITE: 1	48	49	0
SITE: 1	49	50	0
SITE: 1	50	51	1
SITE: 1	51	52	1
SITE: 1	1	53	1
SITE: 38	53	54	0
SITE: 38	54	55	0
SITE: 38	55	56	1
SITE: 38	56	57	0
SITE: 38	57	58	0
SITE: 38	58	59	1
SITE: 38	59	60	0
SITE: 38	60	61	0
SITE: 38	61	62	1
SITE: 38	62	63	1
SITE: 38	63	63	0
WARN: Unitary gate is identity
SITE: 52	52	52	0
WARN: Unitary gate is identity
SITE: 38	38	38	0
MPS Info: 4.97387 0.683192 0.644415 
Writing MPS done!
