HHLLHLLLHHLLHHLLLLHLLHLHLHLLLHLHLLHHLHHLHLHHLHLHHHLHHHLLLLHHHLHL
W_LIST: -7.4193 -2.07691 5.85516 -4.41044 3.3738 7.05019 -3.03087 3.323 -0.470378 -1.68708 -5.97137 7.34868 3.69686 -4.19545 6.42715 4.56807 8.90905 -3.86489 7.01372 3.45654 -1.86415 -7.04752 -1.62116 0.509705 -2.74638 -0.0254152 -1.15724 1.36777 -1.16611 -0.468965 -2.59507 -2.54661 3.3844 8.42742 3.43102 4.30425 -7.02347 7.32219 -6.5659 -4.31032 -0.446044 -2.25438 3.94892 -1.92835 8.64147 6.3922 0.203604 -2.99686 -5.34104 -2.61757 3.06045 8.6533 8.59472 1.81667 5.52758 3.80628 -5.59691 -1.86653 1.03591 2.40191 -4.83406 2.53655 8.63096 -8.03087 
st	op	ed	phy
SITE: 60	62	63	0
SITE: 10	11	13	1
SITE: 10	13	14	1
SITE: 59	60	63	1
SITE: 3	5	6	1
SITE: 2	3	6	0
SITE: 1	2	6	1
SITE: 1	6	7	0
SITE: 0	0	7	1
SITE: 9	10	14	0
SITE: 17	18	20	0
SITE: 16	19	20	1
SITE: 16	17	21	0
SITE: 15	16	21	1
SITE: 12	14	20	1
SITE: 12	15	21	1
SITE: 9	12	21	0
SITE: 9	21	22	1
SITE: 1	7	8	1
SITE: 4	9	20	1
SITE: 1	4	20	0
SITE: 1	1	22	1
SITE: 43	44	46	1
SITE: 42	45	46	0
SITE: 42	43	47	1
SITE: 41	42	47	0
SITE: 37	38	40	1
SITE: 36	37	40	0
SITE: 35	36	40	0
SITE: 39	41	46	0
SITE: 39	46	47	1
SITE: 35	39	47	0
SITE: 33	35	40	0
SITE: 33	34	47	0
SITE: 31	33	40	1
SITE: 31	32	47	1
SITE: 55	56	58	0
SITE: 53	54	57	1
SITE: 53	55	58	1
SITE: 52	57	58	0
SITE: 53	59	61	0
SITE: 53	61	63	1
SITE: 52	58	63	0
SITE: 48	50	51	1
SITE: 31	47	48	1
SITE: 40	48	51	1
SITE: 31	49	51	1
SITE: 8	20	23	0
SITE: 8	22	24	0
SITE: 8	24	25	0
SITE: 23	26	27	0
SITE: 8	23	27	0
SITE: 8	27	28	1
SITE: 25	28	30	0
SITE: 8	25	30	0
SITE: 40	52	53	0
SITE: 31	51	53	0
SITE: 31	53	63	0
SITE: 29	31	40	1
SITE: 8	30	40	0
WARN: Unitary gate is identity
SITE: 63	63	63	0
WARN: Unitary gate is identity
SITE: 29	29	29	0
WARN: Unitary gate is identity
SITE: 8	8	8	1
WARN: Unitary gate is identity
SITE: 40	40	40	0
MPS Info: -8.58291 0.0813018 0.0105024 
Writing MPS done!
